32 7199.1 6378.74
48 10625.3 8964.88
64 13944.9 7939.84
96 21512.6 15441.7
128 23954.3 9323.92
192 42096 20915.4
256 32066.1 30460
384 73570.3 37630
512 62553.5 49310.3
768 132391 67275.1
1024 173398 91103.9
